video_id,youtube,title,keyword,keyword_zh,school_raw,status,desc_preview
bXDzjEy_N1Q,https://www.youtube.com/watch?v=bXDzjEy_N1Q,Word of the Day: road (n) 道路,road (n),道路,彰化縣人師教育協會,mcc_self,"彰化縣人師教育協會 | The cones indicate that the road is under construction. 三角錐表示道路正在施工中。 | When roads are damaged, they need to be fixed for safety"
-wHh7wnrHAg,https://www.youtube.com/watch?v=-wHh7wnrHAg,Word of the Day: aquarium (n) 水族館,aquarium (n),水族館,彰化縣人師教育協會,mcc_self,彰化縣人師教育協會 | The girls see sharks at the aquarium. 小女孩在水族館觀賞鯊魚。 | Many people enjoy the aquarium. 很多人喜歡到水族館參觀。
ZUNuGuOPIik,https://www.youtube.com/watch?v=ZUNuGuOPIik,Word of the Day: lantern (n) 燈籠,lantern (n),燈籠,彰化縣人師教育協會,mcc_self,彰化縣人師教育協會 | The girls paint on their lantern. 小女孩在燈籠上面畫畫。 | They paint their lanterns different colors. 她們在燈籠上面畫不同的顏色。
x6DngX2IsnQ,https://www.youtube.com/watch?v=x6DngX2IsnQ,Word of the Day: escalator (n) 手扶梯,escalator (n),手扶梯,彰化縣人師教育協會,mcc_self,彰化縣人師教育協會 | The girls ride an escalator. 小女孩在搭手扶梯。 | You have to be careful when riding an escalator. 當你搭手扶梯時要非常小心。
_LwaXs4YszM,https://www.youtube.com/watch?v=_LwaXs4YszM,Word of the Day: three on three basketball 三對三籃球賽,three on three basketball,三對三籃球賽,台中市清水區清海國中,out_of_county,台中市清水區清海國中 | The students play three on three basketball. 學生們打三對三籃球賽。 | Three on three basketball is a popular sport. 三對三籃球賽是很受歡迎的運動項目。
9DmG4xwGhcU,https://www.youtube.com/watch?v=9DmG4xwGhcU,Word of the Day: balance (n) 平衡,balance (n),平衡,彰化縣人師教育協會,mcc_self,彰化縣人師教育協會 | balance 平衡 | The girl keeps her balance while she walks on the logs.  | 這個小女孩在圓木上面行走時試著保持平衡。 | They lose their balance while wal
70nX0pEiz0U,https://www.youtube.com/watch?v=70nX0pEiz0U,Word of the Day: fertilizer (n) 肥料,fertilizer (n),肥料,台中市清水區清海國中,out_of_county,台中市清水區清海國中 | The students learn about fertilizer in agriculture class. 同學們在食農課程中學習肥料的知識。 | They weigh the right amount of fertilizer. 他們衡量正確
7apB90SiM18,https://www.youtube.com/watch?v=7apB90SiM18,Word of the Day: chess (n) 象棋,chess (n),象棋,彰化縣人師教育協會,mcc_self,彰化縣人師教育協會 |  | The students play chess in class. 同學們在上課時下象棋。 | They think about each move while playing chess. 在下象棋時，他們每一步都要先思考一下。
Zd78mFEma5w,https://www.youtube.com/watch?v=Zd78mFEma5w,Word of the Day: lobby,lobby,,(none in desc),missing,
3bgaKrHeOJc,https://www.youtube.com/watch?v=3bgaKrHeOJc,Word of the Day: golf (n) 高爾夫球,golf (n),高爾夫球,台中市清水區清海國中,out_of_county,台中市清水區清海國中 | The students learn the rules of golf. 同學們學習打高爾夫球的規則。 | They learn to swing a golf club. 他們學習如何揮高爾夫球球桿。
QLW9jzM79Og,https://www.youtube.com/watch?v=QLW9jzM79Og,Word of the Day: professional development (n) 專業進修,professional development (n),專業進修,台中市清水區大秀國小,out_of_county,"台中市清水區大秀國小 | In Taiwan, all schools have professional development sessions for teachers. 台灣所有學校都有老師專業進修的課程。  | Teachers learn new skills and"
sL-NzJX4WmI,https://www.youtube.com/watch?v=sL-NzJX4WmI,Word of the Day: antique (adj) 舊式的,antique (adj),舊式的,彰化縣人師教育協會,mcc_self,"彰化縣人師教育協會 | This museum has antique trains on display. 這個博物館展示一些老火車。 | By looking at these antique trains, we can learn more about what life"
a0UnNG84rpY,https://www.youtube.com/watch?v=a0UnNG84rpY,Word of the Day: bowling alley (n) 保齡球館,bowling alley (n),保齡球館,彰化縣人師教育協會,mcc_self,"彰化縣人師教育協會 | On the weekends, many people go to the bowling alley to bowl. 週末時，很多人上保齡球館打保齡球。 | People have fun at the bowling alley with thei"
m9bkrCHMjeQ,https://www.youtube.com/watch?v=m9bkrCHMjeQ,Word of the Day: public transportation (n) 大眾運輸,public transportation (n),大眾運輸,彰化縣人師教育協會,mcc_self,彰化縣人師教育協會 | Many people who live in cities use public transportation to travel from place to place. 很多住在都市的人使用大眾運輸工具到其他地方。 | If you don't ha
7m6e5uYTli8,https://www.youtube.com/watch?v=7m6e5uYTli8,Word of the Day: overpass (n) 天橋,overpass (n),天橋,彰化縣人師教育協會,mcc_self,"彰化縣人師教育協會 | An overpass is a bridge that passes over a road. 天橋是橫跨馬路的陸橋。 | This overpass is made for pedestrians, but some overpasses are ma"
z7SSnphlnPE,https://www.youtube.com/watch?v=z7SSnphlnPE,Word of the Day: cruise (n) 乘船遊覽,cruise (n),乘船遊覽,彰化縣人師教育協會,mcc_self,彰化縣人師教育協會 | This group in taking a cruise on a small boat on a beautiful day. 這群旅客在一個美麗晴朗的日子乘一艘小船遊覽。 | These people are lucky they have such
6DCeUFOXHYo,https://www.youtube.com/watch?v=6DCeUFOXHYo,Word of the Day: honor guard (n) 儀隊,honor guard (n),儀隊,彰化縣人師教育協會,mcc_self,彰化縣人師教育協會 | Teams from many schools performed in the honor guard competition. 很多學校的隊伍參加儀隊比賽。 | The teams in the honor guard competition wore
pjehDWTIUTc,https://www.youtube.com/watch?v=pjehDWTIUTc,Word of the Day: board (v) 上船,board (v),上船,彰化縣人師教育協會,mcc_self,彰化縣人師教育協會 | The passengers board the boat before the cruise begins. 旅客在乘船遊覽開始前先上船。 | You should watch your step while boarding the boat to m
LkrqDsuQCsY,https://www.youtube.com/watch?v=LkrqDsuQCsY,Word of the Day: marina (n) 碼頭,marina (n),碼頭,彰化縣人師教育協會,mcc_self,彰化縣人師教育協會 | A marina is a place for docking boats. 碼頭是船隻停泊的地方。 | You can go to the marina if you want to see the boats and enjoy the beautif
rxWewIedaJk,https://www.youtube.com/watch?v=rxWewIedaJk,Word of the Day: take a walk 散步,take a walk,散步,彰化縣人師教育協會,mcc_self,彰化縣人師教育協會 | The father and daughter take a walk at night.  | 父女倆晚上散步。 | Taking a walk is a good way to exercise.  | 散步是一種很好的運動。
Lxz0ZAkIFC8,https://www.youtube.com/watch?v=Lxz0ZAkIFC8,Word of the Day: baby corn (n) 玉米筍,baby corn (n),玉米筍,彰化縣人師教育協會,mcc_self,彰化縣人師教育協會 | The children peel the baby corn. 小朋友在剝玉米筍。 | Baby corn is yummy to eat. 玉米筍很好吃。
KDtEwPmCEmQ,https://www.youtube.com/watch?v=KDtEwPmCEmQ,Word of the Day: pump (n) 打氣筒,pump (n),打氣筒,彰化縣人師教育協會,mcc_self,"彰化縣人師教育協會 | The girl is using a pump to fill the bicycle tires with air. 這個小女孩正在用打氣筒幫腳踏車的輪胎打氣。 | She uses the pump by stepping on the pedal,"
QXqXbZkRR_Q,https://www.youtube.com/watch?v=QXqXbZkRR_Q,Word of the Day: recycling (n) 回收,recycling (n),回收,彰化縣人師教育協會,mcc_self,彰化縣人師教育協會 |  | Recycling is a way to reuse materials like paper and plastic. 資源回收是將紙類和塑膠之類的材質再次回收使用。 | Recycling can help take care of the p
mRlE3p3U8iE,https://www.youtube.com/watch?v=mRlE3p3U8iE,Word of the Day: swing (n) 鞦韆,swing (n),鞦韆,彰化縣人師教育協會,mcc_self,彰化縣人師協會 | The students play on the swing.  | 學生們在鞦韆上玩耍。 | The student swings on the swing set.  | 學生在鞦韆上盪鞦韆。
XTVhnH5Jp14,https://www.youtube.com/watch?v=XTVhnH5Jp14,Word of the Day: haircut (n) 理髮,haircut (n),理髮,彰化縣人師教育協會,mcc_self,彰化縣人師教育協會 | The girl is getting her haircut at the salon. 這位小女孩正在美髮店剪髮。 | She wants her haircut in a certain style. 她想把頭髮剪成特定風格。
XLIPj4u4TE4,https://www.youtube.com/watch?v=XLIPj4u4TE4,Word of the Day: exercise (v) 運動,exercise (v),運動,彰化縣人師教育協會,mcc_self,彰化縣人師教育協會 | Exercise every day to make your body strong and healthy  | 每天運動，讓你的身體強壯健康 | It is fun to exercise at the park  | 在公園運動很有趣
UEM0oZKQ0Eo,https://www.youtube.com/watch?v=UEM0oZKQ0Eo,Word of the Day: garlic (n) 大蒜,garlic (n),大蒜,(none in desc),missing,Garlic is healthy to eat.  | 吃大蒜很健康 | You must peel the garlic before you can eat it.  | 你必須先把大蒜剝皮才能吃。
NiU8TllMr3A,https://www.youtube.com/watch?v=NiU8TllMr3A,Word of the Day: arcade game (n) 街機遊戲,arcade game (n),街機遊戲,彰化縣人師教育協會,mcc_self,"彰化縣人師教育協會 | The kids play arcade games at the night market.  | 孩子們在夜市玩街機遊戲。 | As they play arcade games, they win tickets that they can use "
XQljjKTUGJ0,https://www.youtube.com/watch?v=XQljjKTUGJ0,Word of the Day: blackboard (n),blackboard (n),,(none in desc),missing,The science teacher is writing on the blackboard. 自然老師正在黑板上寫字。 | The students are erasing the blackboard. 學生們正在擦拭黑板。
4Fnfum9t4x0,https://www.youtube.com/watch?v=4Fnfum9t4x0,Word of the Day: peel (v),peel (v),,(none in desc),missing,The woman is peeling a sweet potato with a peeler. 這位女士正在削蕃薯皮。 | Carrot skin is not hard to peel. 紅蘿蔔的皮不難削。
