video_id,title,keyword,keyword_zh,school_slug,school_zh,school_raw,school_status,township_slug,sentence_1,sentence_1_zh,sentence_2,sentence_2_zh,youtube,in_existing_csv
MDjDWkW1FUI,Word of the Day: club 社團,club,社團,xizhou,彰化縣溪州鄉溪州國小,彰化縣溪州鄉溪州國小,ok,xizhou,"Clubs are the best way for students to explore many different forms of art and skills, allowing them to find their passion and making learning more enjoyable.",社團是學生探索多種不同形式的藝術和技能的最佳方式，讓他們找到自己的熱情並享受學習。,Providing a variety of clubs for students should be a goal for every school.,為學生提供多樣化的社團應該是每所學校的目標。,https://www.youtube.com/watch?v=MDjDWkW1FUI,True
9Iw4b-VRxIA,Word of the Day: reading 閱讀,reading,閱讀,pitou-jh,彰化縣埤頭鄉埤頭國中,彰化縣埤頭鄉埤頭國中,ok,pitou,The students gathered in the activity room to attend a presentation on reading skills.,同學們聚集在綜合活動教室，參加閱讀技巧講座。,They learned valuable reading techniques and how to apply them.,他們學習了寶貴的閱讀技巧以及如何應用它們。,https://www.youtube.com/watch?v=9Iw4b-VRxIA,True
Y0IZs2O-cMk,Word of the Day: memory game 記憶遊戲,memory game,記憶遊戲,huxi,彰化縣溪湖鎮湖西國小,彰化縣溪湖鎮湖西國小,ok,xihu,Memory games are a fun way to learn the names and shapes of some musical instruments.,記憶遊戲是學習樂器的名稱和認識不同樂器形狀的有趣方式。,"In this memory game, students will choose pairs of cards to flip over and win by revealing all the matching pairs.",在這個記憶遊戲中，學生將選擇成對的卡片翻開，當卡片配對他將就獲勝。,https://www.youtube.com/watch?v=Y0IZs2O-cMk,True
sq9muQpRp1w,Word of the Day: competition (n) 比賽,competition (n),比賽,datong,彰化縣伸港鄉大同國小,彰化縣伸港鄉大同國小,ok,shenkang,Rehearsing for the school's upcoming reading competition is a great way to build confidence.,為學校即將舉行的朗讀比賽進行排練是建立信心的好方法。,The students practice with the hope of giving an excellent performance in the competition.,同學共同練習，希望能在比賽中取得優異的成績。,https://www.youtube.com/watch?v=sq9muQpRp1w,False
CRfXcbDVNq8,Word of the Day: theater (n) 劇院,theater (n),劇院,huxi,彰化縣溪湖鎮湖西國小,彰化縣溪湖鎮湖西國小,ok,xihu,Visiting the National Taichung Theater was a great experience for the students of Huxi Elementary.,參觀台中國家歌劇院對於湖西國小的學生來說是個很棒的經驗。,They were able to explore the unique architecture and learn about different performing arts in the theater.,他們能夠探索獨特的建築並了解不同的表演藝術。,https://www.youtube.com/watch?v=CRfXcbDVNq8,True
32jtYBnRpys,Word of the Day: cooking lesson 烹飪課,cooking lesson,烹飪課,chungshan,彰化縣彰化市中山國小,彰化縣彰化市中山國小,ok,changhua-city,This is a simple cooking lesson on how to make 'Phoenix Eye Cake',這是一個關於如何製作「鳳眼糕」的簡單烹飪課程,The students use a mold and add the ingredients inside.,他們使用模具並將成分添加到裡面。,https://www.youtube.com/watch?v=32jtYBnRpys,True
KxCM5Beh2nw,Word of the Day: competition (n) 比賽,competition (n),比賽,taiping,彰化縣埔心鄉太平國小,彰化縣埔心鄉太平國小,ok,puxin,Rehearsing for the school's upcoming reading competition is a great way to build confidence.,為學校即將舉行的朗讀比賽進行排練是建立信心的好方法。,The students practice with the hope of giving an excellent performance in the competition.,同學共同練習，希望能在比賽中取得優異的成績。,https://www.youtube.com/watch?v=KxCM5Beh2nw,True
5kIBh3sTcfo,Word of the Day: fitness (n) 健康,fitness (n),健康,tongan,彰化縣芬園鄉同安國小,彰化縣芬園鄉同安國小,ok,fenyuan,SH150 is a program designed to promote good health and offer fitness activities for students during their free time. SH150,是一項旨在促進身體健康並為學生在空閒時間提供健身活動的計劃。,Teaching fitness and getting students active from an early age is vital for building stronger bones and muscles.,讓學生從小養成熱愛運動和學習健身知識是對於增強骨骼和鍛鍊肌肉是極其重要。,https://www.youtube.com/watch?v=5kIBh3sTcfo,True
NFMuGqzxUO8,Word of the Day: pineapple (n) 鳳梨,pineapple (n),鳳梨,tongan,彰化縣芬園鄉同安國小,彰化縣芬園鄉同安國小,ok,fenyuan,The wonderful young children from Tongan Elementary were excited to assist local farmers with the process of planting pineapples firsthand.,來自同安國小的孩子們很高興能夠幫助當地農民直接地種植鳳梨。,This field trip was an experience to teach the importance and joy of farming as well as an understanding about how pineapples grow.,這趟校外教學教導大家農業重要性和樂趣以及了解鳳梨如何生長的經驗。,https://www.youtube.com/watch?v=NFMuGqzxUO8,True
Ilq5Si3C7jQ,Word of the Day: club (n) 社團,club (n),社團,datong,彰化縣伸港鄉大同國小,彰化縣伸港鄉大同國小,ok,shenkang,"Clubs are the best way for students to explore many different forms of art and skills, allowing them to find their passion and making learning more enjoyable.",社團是學生探索多種不同形式的藝術和技能的最佳方式，讓他們找到自己的熱情並享受學習。,Providing a variety of clubs for students should be a goal for every school.,為學生提供多樣化的社團應該是每所學校的目標。,https://www.youtube.com/watch?v=Ilq5Si3C7jQ,True
6VjMvK7PVFk,Word of the Day: bookplate (n) 藏書章,bookplate (n),藏書章,changsing,彰化縣彰化市彰興國中,彰化縣彰化市彰興國中,ok,changhua-city,This extracurricular class is centered around creating custom bookplates with a master of his craft.,這個課外活動的重點是與工藝大師一起製作客製化藏書章。,They listen with great interest as they are taught printmaking techniques using various traditional tools to design their own unique bookplates.,他們專注地聆聽，學習版畫技術，並使用各種傳統工具設計自己獨特的藏書章,https://www.youtube.com/watch?v=6VjMvK7PVFk,True
pou_I6L7On4,Word of the Day: museum (n) 博物館,museum (n),博物館,hsinmin,彰化縣田中鎮新民國小,彰化縣田中鎮新民國小,ok,tianzhong,Students from Hsinmin Elementary School visited a museum to learn about traditional Nanguan and Beiguan performing arts.,新民國小學生參觀博物館，了解南關、北關傳統表演藝術。,"During the fun trip, they explored the museum and learned to play various traditional instruments.",在這次有趣的旅行中，他們參觀了博物館並學習演奏各種傳統樂器。,https://www.youtube.com/watch?v=pou_I6L7On4,True
N_8cH90sv6U,Word of the Day: museum (n) 博物館,museum (n),博物館,huxi,彰化縣溪湖鎮湖西國小,彰化縣溪湖鎮湖西國小,ok,xihu,Huxi Elementary School took its students on a field trip to a museum dedicated to Nanguan and Beiguan music.,湖西小學帶學生參觀南管北管音樂博物館。,"During the fun trip, they explored the museum and learned about various traditional costumes and instruments.",在愉快的旅程中，他們參觀了博物館，並了解了各種傳統服飾和樂器。,https://www.youtube.com/watch?v=N_8cH90sv6U,True
aeZ0Lf6k2fY,Word of the Day: press conference 記者會,press conference,記者會,datong,彰化縣伸港鄉大同國小,彰化縣伸港鄉大同國小,ok,shenkang,Datong Elementary School held a press conference to thank the president of the parent association and his charity organization for their support.,大同小學召開記者會，感謝家長會會長和他所屬的慈善團體的支持。,"During the press conference, the principal explained how these English books improved student learning.",在新聞發布會上，校長聲明了這些英語書籍如何改善學生的學習。,https://www.youtube.com/watch?v=aeZ0Lf6k2fY,True
PUo02LGIbc4,Word of the Day: professional development 專業進修,professional development,專業進修,pitou-jh,彰化縣埤頭鄉埤頭國中,彰化縣埤頭鄉埤頭國中,ok,pitou,Teachers learn new skills and strategies during their professional development sessions.,在專業訓練課程中，老師可以學到新的教學技巧與策略。,"In Taiwan, all schools have professional development sessions for teachers.",在台灣，所有學校都有教師專業訓練課程。,https://www.youtube.com/watch?v=PUo02LGIbc4,True
0fs4TojJYL4,Word of the Day: glove puppetry 布袋戲,glove puppetry,布袋戲,hsinmin,彰化縣田中鎮新民國小,彰化縣田中鎮新民國小,ok,tianzhong,"Budaixi, also known as glove puppetry, is a traditional form of puppetry in Taiwan.",布袋戲，又稱布袋戲，是台灣傳統的木偶戲形式。,Glove puppetry usually features elaborate sets and dramatic music.,布袋戲通常以精緻的佈景和戲劇性的音樂為特色。,https://www.youtube.com/watch?v=0fs4TojJYL4,False
SXoojtGBJ7Q,Word of the Day: jump rope 跳繩,jump rope,跳繩,chiaoyi,彰化縣溪州鄉僑義國小,彰化縣溪州鄉僑義國小,ok,xizhou,Jumping rope is a great form of cardio.,跳繩是一種很好的有氧運動。,"Once you get the hang of it, you can jump rope really fast!",一旦掌握了竅門，你就能跳得很快！,https://www.youtube.com/watch?v=SXoojtGBJ7Q,False
6BzN-XLXdGk,Word of the Day: competition (n) 比賽,competition (n),比賽,chiaoyi,彰化縣溪州鄉僑義國小,彰化縣溪州鄉僑義國小,ok,xizhou,The school held a competition to identify plants and animals.,學校舉辦了一場植物和動物鑑定比賽。,The competition was meant for students to get excited about learning the names of plants and animals at school.,比賽的目的是讓學生對在學校學習植物和動物的名稱感到興奮。,https://www.youtube.com/watch?v=6BzN-XLXdGk,True
v3O-5gMmVz8,Word of the Day: refuse (v) 拒絕,refuse (v),拒絕,datong,彰化縣伸港鄉大同國小,彰化縣伸港鄉大同國小,ok,shenkang,Our school invited volunteers to help students practice how to refuse and say no to drugs.,我們學校邀請志工幫助學生練習如何拒絕、向毒品說不。,The volunteers taught us the importance of refusing drugs and making healthy choices.,志工教導我們拒絕毒品和做出健康選擇的重要性。,https://www.youtube.com/watch?v=v3O-5gMmVz8,True
rsqkwivybqs,Word of the Day: drill (n) 演習,drill (n),演習,hsinmin,彰化縣田中鎮新民國小,彰化縣田中鎮新民國小,ok,tianzhong,Schools sometimes hold drills to teach students how to act quickly and safely during a disaster.,學校有時會舉行演習，教導學生如何在災難中快速、安全地採取行動。,"During the drills, students learn life-saving skills, such as using a fire hose and performing CPR.",在演習期間，學生學習救生技能，例如使用消防水帶和進行心肺復甦術。,https://www.youtube.com/watch?v=rsqkwivybqs,True
0wGzjMXukBc,Word of the Day: read-aloud competition 英語朗讀比賽,read-aloud competition,英語朗讀比賽,hsinmin,彰化縣田中鎮新民國小,彰化縣田中鎮新民國小,ok,tianzhong,The students practice for their read-aloud competition.,學生們為朗讀比賽進行練習。,The teacher helps the students prepare for their read-aloud competition.,老師幫助學生準備朗讀比賽。,https://www.youtube.com/watch?v=0wGzjMXukBc,True
Q7M1uQMMYw0,Word of the Day: paint (v) 畫,paint (v),畫,chiaoyi,彰化縣溪州鄉僑義國小,彰化縣溪州鄉僑義國小,ok,xizhou,The students get ready to paint their lanterns.,同學們準備好要為他們的燈籠彩繪。,They paint different designs on their lanterns.,他們在燈籠上面畫上不同的樣式。,https://www.youtube.com/watch?v=Q7M1uQMMYw0,True
GRkF3awi6k8,Word of the Day: firefighter (n) 消防員,firefighter (n),消防員,beidou-jh,彰化縣北斗鎮北斗國中,彰化縣北斗鎮北斗國中,ok,beidou,The local firefighters visit the school to teach students fire safety procedures.,當地消防員參觀學校，向學生教授消防安全程序。,They let the students to get a close look at the fire-fighting protective coat and oxygen mask.,他們讓學生們近距離觀看了消防防護衣和氧氣面罩。,https://www.youtube.com/watch?v=GRkF3awi6k8,True
QpAImW59PL0,Word of the Day: drug (n) 毒品,drug (n),毒品,datong,彰化縣伸港鄉大同國小,彰化縣伸港鄉大同國小,ok,shenkang,Students attend a presentation on the dangers of drugs.,學生們參加有關毒品危害的說明講座。,It's important that they understand how harmful drugs can be.,重要的是，他們要了解毒品的危害有多大。,https://www.youtube.com/watch?v=QpAImW59PL0,True
8d_5bEG26bE,Word of the Day: earthquake drill 地震演習,earthquake drill,地震演習,guangxing,彰化縣二林鎮廣興國小,彰化縣二林鎮廣興國小,ok,erlin,The students cover their heads during the earthquake drill.,在地震防災演練中，學生們用東西遮蓋頭部。,They go outside to learn more about an earthquake drill.,他們到教室外學習更多地震防災演練的知識。,https://www.youtube.com/watch?v=8d_5bEG26bE,False
fC7H34ENGPw,Word of the Day: freestyle football 花式足球,freestyle football,花式足球,luoyang,彰化縣北斗鎮螺陽國小,彰化縣北斗鎮螺陽國小,ok,beidou,He performs various neat ball-tricks for the students to learn using different parts of the body.,他為學生們表演各種巧妙的球技巧，讓他們學習使用身體的不同部位。,A professional football coach gives a demonstration of freestyle football.,專業足球教練示範花式足球,https://www.youtube.com/watch?v=fC7H34ENGPw,True
b3u5J67TKnw,Word of the Day: Mid Autumn Festival 中秋節,Mid Autumn Festival,中秋節,changan,彰化縣竹塘鄉長安國小,彰化縣竹塘鄉長安國小,ok,zhutang,The students are learning about the Mid-Autumn Festival in school by making pomelo peel hats.,學生們在學校裡透過製作柚子皮帽來了解中秋節。,The students are having fun peeling pomelos and using the skins as hats in class.,學生們在課堂上開心地剝柚子，並用柚子皮做帽子。,https://www.youtube.com/watch?v=b3u5J67TKnw,True
sUkeFV8npYs,Word of the Day: rice field 稻田,rice field,稻田,luoyang,彰化縣北斗鎮螺陽國小,彰化縣北斗鎮螺陽國小,ok,beidou,The students take a field trip to experience life on a rice field.,學生們參加了校外教學，體驗稻田生活。,They wear gloves and use special tools to cut the rice stalks by themselves.,他們戴著手套，用專用工具自己割稻稈。,https://www.youtube.com/watch?v=sUkeFV8npYs,True
sH4xdwopuW0,Word of the Day: swimming class 游泳課1,swimming class,游泳課1,guangxing,彰化縣二林鎮廣興國小,彰化縣二林鎮廣興國小,ok,erlin,The students are stretching for swimming class.,學生們正在為游泳課做伸展運動。,The students are practicing swimming in swimming class.,學生們正在游泳課上練習游泳。,https://www.youtube.com/watch?v=sH4xdwopuW0,True
LXGsM1NSjpY,Word of the Day: library rules 圖書館使用規則,library rules,圖書館使用規則,datong,彰化縣伸港鄉大同國小,彰化縣伸港鄉大同國小,ok,shenkang,The students go the library to learn about the library rules.,學生在圖書館學習圖書館的規則。,They attentively listen to the librarian's explanation.,他們專心地聽圖書館員的講解。,https://www.youtube.com/watch?v=LXGsM1NSjpY,True
15G7FVigo_U,Word of the Day: swimming class 游泳課(2),swimming class,游泳課(2),guangxing,彰化縣二林鎮廣興國小,彰化縣二林鎮廣興國小,ok,erlin,The students learn how to swim in swimming class.,同學們在游泳課時學習如何游泳。,They learn the basics of swimming in swimming class.,他們在游泳課時學習游泳的基本動作。,https://www.youtube.com/watch?v=15G7FVigo_U,False
6p9d26hbL4M,Word of the Day: taking attendance 點名,taking attendance,點名,datong,彰化縣伸港鄉大同國小,彰化縣伸港鄉大同國小,ok,shenkang,Taking attendance is an important part of class. It usually happens right at the beginning of class.,點名是課堂中一個重要的部分，通常發生在課堂一開始。,"When the teacher calls a student’s name, the student has to respond to let the teacher know they’re present.",當老師叫到某個學生的名字時，該學生需要回答，讓老師知道他在場。,https://www.youtube.com/watch?v=6p9d26hbL4M,True
BHZSYgMhDaI,Word of the Day: kick board 浮板,kick board,浮板,guangxing,彰化縣二林鎮廣興國小,彰化縣二林鎮廣興國小,ok,erlin,The students use a kick board to practicing swimming.,學生使用踢水板練習游泳。,A kick board makes it easier to swim.,踢水板讓游泳變得更簡單。,https://www.youtube.com/watch?v=BHZSYgMhDaI,True
HC7hhfz420s,Word of the Day: eco-pond 生態池,eco-pond,生態池,chungshan,彰化縣彰化市中山國小,彰化縣彰化市中山國小,ok,changhua-city,The school's eco-pond helps plants and animals grow.,學校的生態池塘有助於植物和動物的生長。,The eco-pond teaches students about nature and how to take care of the environment.,生態池塘向學生傳授自然知識以及如何保護環境。,https://www.youtube.com/watch?v=HC7hhfz420s,False
RdOeuDQblrs,Word of the Day: drug (n) 毒品,drug (n),毒品,santan,彰化縣田中鎮三潭國小,彰化縣田中鎮三潭國小,ok,tianzhong,Students attend a presentation on the dangers of drugs. It's important that they understand how harmful drugs can be. They are encouraged to live a healthy lifestyle.,學生們參加有關毒品危害的說明講座。,,重要的是，他們要了解毒品的危害有多大。鼓勵他們過健康的生活方式。,https://www.youtube.com/watch?v=RdOeuDQblrs,True
vKvxz027eKQ,Word of the Day: groundhog (n) 土撥鼠,groundhog (n),土撥鼠,dayuan-puyan,彰化縣埔鹽鄉大園國小,彰化縣埔鹽鄉大園國小,ok,puyan,Groundhogs live in holes they dig in the ground.,土撥鼠住在他們在地上挖的洞裡。,Groundhogs like to eat grass and leaves.,土撥鼠喜歡吃草和樹葉。,https://www.youtube.com/watch?v=vKvxz027eKQ,True
BlWrztZ-r_M,Word of the Day: Lecture about Law 法律講座,Lecture about Law,法律講座,datong,彰化縣伸港鄉大同國小,彰化縣伸港鄉大同國小,ok,shenkang,A teacher came to Datong Elementary to give a lecture about law.,一位老師來到大同國小進行法律講座。,Understanding the law is very important because it affects everyone living in society.,了解法律非常重要，因為它影響著社會中的每一個人。,https://www.youtube.com/watch?v=BlWrztZ-r_M,True
Ogsn3wIJpWU,Word of the Day: first grader 一年級生,first grader,一年級生,datong,彰化縣伸港鄉大同國小,彰化縣伸港鄉大同國小,ok,shenkang,"At Datong Elementary, the first graders are starting school.",大同小學一年級學生即將開學。,Their parents bring them to sign in on their first day of school.,開學第一天，他們的父母帶他們去簽到。,https://www.youtube.com/watch?v=Ogsn3wIJpWU,True
3ZC4VIHUFkw,Word of the Day: bully (v) 霸凌,bully (v),霸凌,wanlai,彰化縣北斗鎮萬來國小,彰化縣北斗鎮萬來國小,ok,beidou,It's important to learn from an early age the negative effects of bullying.,從小就了解霸凌的負面影響很重要。,"The students are given a course on being kind, polite and respectful to their classmates.",學生將學習如何友善、禮貌和尊重同學。,https://www.youtube.com/watch?v=3ZC4VIHUFkw,True
WpckKlxpWJ8,Word of the Day: fly kites 放風箏,fly kites,放風箏,,,CCC 紐約首府華社中文學校,ccc_ny,,"A group of students from New York visited Siling elementary and made their own kites. After their kites were finished, it was time to fly them! Everyone brought their kites to the school track, and some students from Siling demonstrated how to fly a kite. The New Yorkers all tried their best to fly their kites. They even had to run really fast to keep their kites flying in the air!",一群來自紐約的學生參觀西嶺小學並製作了自己的風箏。風箏製作完成後，就到了放風箏的時間了！大家都帶著自己的風箏來到了學校跑道上，西嶺的一些學生示範如何放風箏。紐約的學生們都努力地放風箏。他們甚至必須跑得非常快才能讓風箏在空中飛翔！,,,https://www.youtube.com/watch?v=WpckKlxpWJ8,True
cLPLLZ1_ofU,Word of the Day: jump rope 跳繩,jump rope,跳繩,changan,彰化縣竹塘鄉長安國小,彰化縣竹塘鄉長安國小,ok,zhutang,The teacher shows the students how to jump rope.,老師向學生展示如何跳繩。,The students try to jump rope.,學生們嘗試跳繩。,https://www.youtube.com/watch?v=cLPLLZ1_ofU,True
bNJ2Xqry-6k,Word of the Day: art project 美術作業,art project,美術作業,erlin,彰化縣二林鎮二林國小,彰化縣二林鎮二林國小,ok,erlin,The students are making art projects in class.,學生們正在課堂上製作美術作業。,They use scissors to cut the materials.,他們用剪刀來切割材料。,https://www.youtube.com/watch?v=bNJ2Xqry-6k,True
LIxZ7gMDzMI,Word of the Day: first grader 新生,first grader,新生,taiping,彰化縣埔心鄉太平國小,彰化縣埔心鄉太平國小,ok,puxin,The school organized activities to help first graders and their parents get to know the school better.,學校規劃活動，幫助一年級新生及其家長更了解學校。,These events made first graders feel more comfortable in the new environment.,這些活動讓新生更加適應新環境。,https://www.youtube.com/watch?v=LIxZ7gMDzMI,False
Qe__OlaC44w,Word of the Day: building blocks 積木,building blocks,積木,tongan,彰化縣芬園鄉同安國小,彰化縣芬園鄉同安國小,ok,fenyuan,The students are playing with building blocks.,學生們正在玩積木。,Students are following instructions for the building blocks.,學生們正在按照積木的說明進行操作。,https://www.youtube.com/watch?v=Qe__OlaC44w,True
TYiuKBdF764,Word of the Day: first grader 新生,first grader,新生,changan,彰化縣竹塘鄉長安國小,彰化縣竹塘鄉長安國小,ok,zhutang,The school organized activities to help first graders and their parents get to know the school better.,學校規劃活動，幫助一年級新生及其家長更了解學校。,These events made first graders feel more comfortable in the new environment.,這些活動讓新生更加適應新環境。,https://www.youtube.com/watch?v=TYiuKBdF764,True
pYJx1OVbyDA,Word of the Day: chocolate (n) 巧克力,chocolate (n),巧克力,changan,彰化縣竹塘鄉長安國小,彰化縣竹塘鄉長安國小,ok,zhutang,The students learn how to make chocolate snacks during a human library event.,學生們在真人圖書館活動中學習如何製作巧克力點心零嘴。,The instructor tells the students about the health benefits of chocolate during the event.,講師在活動中向學生講述巧克力的健康益處。,https://www.youtube.com/watch?v=pYJx1OVbyDA,True
3WnW9dGRhL4,Word of the Day: earthquake drill 地震演習,earthquake drill,地震演習,datong,彰化縣伸港鄉大同國小,彰化縣伸港鄉大同國小,ok,shenkang,The students cover their heads during the earthquake drill.,在地震防災演練中，學生們用東西遮蓋頭部。,They go outside to learn more about an earthquake drill.,他們到教室外學習更多地震防災演練的知識。,https://www.youtube.com/watch?v=3WnW9dGRhL4,False
o2OQxphI1MU,Word of the Day: make kites 製作風箏,make kites,製作風箏,,,CCC 紐約首府華社中文學校,ccc_ny,,"Siling Elementary has a tradition of making kites. When a group of students from New York visited the school, they also had a chance to make their own kites. The teachers and students from Siling taught the New Yorkers how to make their kites. The New Yorkers used markers to draw designs on their kites, and some of them really showed off their artistic abilities! Overall, the teachers and students from Siling, as well as the visitors from New York, had a lot of fun making kites.",西嶺國小有製作風箏的傳統。當一群來自紐約的學生參觀學校時，他們也有機會製作自己的風箏。西嶺的師生教紐約人做風箏。紐約人用彩色筆在風箏上畫圖案，其中一些真的展現了他們的藝術天賦！整體而言，西嶺師生以及來自紐約的遊客都在製作風箏的過程中獲得了很多樂趣。,,,https://www.youtube.com/watch?v=o2OQxphI1MU,True
5ugoQUtDlBc,Word of the Day: earthquake drill 地震演習,earthquake drill,地震演習,santan,彰化縣田中鎮三潭國小,彰化縣田中鎮三潭國小,ok,tianzhong,The students cover their heads during the earthquake drill.,在地震防災演練中，學生們用東西遮蓋頭部。,They go outside to learn more about an earthquake drill.,他們到教室外學習更多地震防災演練的知識。,https://www.youtube.com/watch?v=5ugoQUtDlBc,False
49_D9NbXBfo,Word of the Day: morning assembly 朝會,morning assembly,朝會,santan,彰化縣田中鎮三潭國小,彰化縣田中鎮三潭國小,ok,tianzhong,"Morning assembly is a meeting that administrators, teachers, and students attend every morning at school.",早會是學校行政人員、教師和學生每天早上參加的會議。,Morning assembly is a great time for staff and faculty members to share important announcements with the student body.,晨會是教職員與學生團體分享重要公告的好時機。,https://www.youtube.com/watch?v=49_D9NbXBfo,False
JbADbuOCf3s,Word of the Day: shadow puppet show 皮影戲,shadow puppet show,皮影戲,chungshan,彰化縣彰化市中山國小,彰化縣彰化市中山國小,ok,changhua-city,The students are putting on a shadow puppet show.,學生們正在表演皮影戲。,A shadow puppet show uses a screen and a light.,皮影戲使用屏幕和燈光。,https://www.youtube.com/watch?v=JbADbuOCf3s,True
zd_N9r0aD_c,Word of the Day: run (v) 跑步,run (v),跑步,santan,彰化縣田中鎮三潭國小,彰化縣田中鎮三潭國小,ok,tianzhong,The students are running at the track.,學生們在跑道上跑步。,Running is good exercise and students do it every day.,跑步是很好的運動，學生們每天都在跑步。,https://www.youtube.com/watch?v=zd_N9r0aD_c,False
sIdY9f1u6yY,Word of the Day: drug (n) 毒品,drug (n),毒品,chungshan,彰化縣彰化市中山國小,彰化縣彰化市中山國小,ok,changhua-city,An Anti-Drug Education Vehicle visits the school to promote anti-drug education.,反毒教育車到訪學校宣傳禁毒教育。,Students learn about the harmful effects of drugs by watching videos and playing games.,學生透過觀看影片和玩遊戲來了解毒品的有害影響。,https://www.youtube.com/watch?v=sIdY9f1u6yY,False
iMUa7XOQrW0,Word of the Day: video game 電玩遊戲,video game,電玩遊戲,chungshan,彰化縣彰化市中山國小,彰化縣彰化市中山國小,ok,changhua-city,The students play a video game.,學生玩電子遊戲。,"The video game simulates a bowling match, and the students compete against each other in teams.",電玩遊戲模擬保齡球比賽，學生以團隊形式進行比賽。,https://www.youtube.com/watch?v=iMUa7XOQrW0,True
IczGw1LmBD4,Word of the Day: Rubik's Cube 魔術方塊,Rubik's Cube,魔術方塊,chungshan,彰化縣彰化市中山國小,彰化縣彰化市中山國小,ok,changhua-city,Students learn about the Rubik's Cube in class.,學生在課堂上了解魔術方塊。,They try to solve the Rubik's Cube.,他們試圖解開魔術方塊。,https://www.youtube.com/watch?v=IczGw1LmBD4,True
FkyqWhuBv6k,Word of the Day: sugar refinery 糖廠,sugar refinery,糖廠,huxi,彰化縣溪湖鎮湖西國小,彰化縣溪湖鎮湖西國小,ok,xihu,Three students visit their local sugar refinery.,三位學生參觀當地的糖廠。,"During their visit to the Xihu Sugar Refinery, they learn about different types of sugars.",在參觀西湖糖廠期間，他們了解了不同類型的糖。,https://www.youtube.com/watch?v=FkyqWhuBv6k,True
UuUz_tgswAY,Word of the Day: pastry (n) 糕點,pastry (n),糕點,chungshan,彰化縣彰化市中山國小,彰化縣彰化市中山國小,ok,changhua-city,The students learn about different traditional pastries.,學生學習不同的傳統糕點。,"After learning about different pastries, the students each design their own pastry.",在了解了不同的糕點後，學生們各自設計了自己的糕點。,https://www.youtube.com/watch?v=UuUz_tgswAY,True
jfQcl_l6Y50,Word of the Day: project (n) 計劃,project (n),計劃,fude,彰化縣永靖鄉福德國小,彰化縣永靖鄉福德國小,ok,yongjing,"Students at Fude Elementary School in Yongjing Township, Changhua County, participated in the Ministry of Education's Bilingual Digital Learning Project.",彰化縣永靖鄉福德國小學生參與教育部雙語數位學習計畫。,College students visited the school to meet with younger students. They used digitial technology to help making English learning more fun.,大學生參觀學校，與低年級學生見面。他們利用數位科技讓英語學習變得更加有趣。,https://www.youtube.com/watch?v=jfQcl_l6Y50,True
3i6bmGWuPFY,Word of the Day: workshop (n) 研討會 ( v.),workshop (n),研討會 ( v.),datong,彰化縣伸港鄉大同國小,彰化縣伸港鄉大同國小,ok,shenkang,"The school invited an expert to conduct a workshop for administrative staff about the rising interest in AI, which was sparked by ChatGPT.",學校邀請了一位專家為行政人員舉辦了一場研討會，討論由 ChatGPT 引發大眾對人工智慧的興趣。,"The workshop, held in the audiovisual room, focused on integrating technology in the classroom to enhance teaching effects.",工作坊在視聽室舉行，重點在於如何將科技融入課堂，提升教學效果。,https://www.youtube.com/watch?v=3i6bmGWuPFY,True
2JWpsfW7Ddo,Word of the Day: instrument (n) 樂器,instrument (n),樂器,dayuan-puyan,彰化縣埔鹽鄉大園國小,彰化縣埔鹽鄉大園國小,ok,puyan,The students are participating in a hands-on experience with traditional Chinese musical instruments.,學生們正親身體驗中國傳統樂器。,The students look engaged and are being carefully instructed on how to use the instruments properly.,學生們看起來很投入，並且小心謹慎地遵照指示妥善使用這些樂器。,https://www.youtube.com/watch?v=2JWpsfW7Ddo,True
zwa6vOlENks,Word of the Day: trim (v) 修剪,trim (v),修剪,fude,彰化縣永靖鄉福德國小,彰化縣永靖鄉福德國小,ok,yongjing,The school hired professionals to trim the trees on campus.,學校聘請了專業人員修剪校園內的樹木。,The worker used a saw to carefully cut the branches.,工人用鋸子小心翼翼地鋸斷樹枝。,https://www.youtube.com/watch?v=zwa6vOlENks,True
52cXTVy0KAA,Word of the Day: eggplant (n) 茄子,eggplant (n),茄子,fude,彰化縣永靖鄉福德國小,彰化縣永靖鄉福德國小,ok,yongjing,This cooking lesson involves a unique but delicious vegetable called 'eggplant'. The students are learning how to properly fry it.,這堂烹飪課使用了一種獨特但美味的蔬菜，叫做「茄子」。學生們正在學習如何正確地煎炒它。,Some lessons require a 'hands-on' approach. Here the students are carefully frying slices of the eggplant.,有些課程需要「實作」的方式。在這裡，學生們正在小心翼翼地煎炒茄子片。,https://www.youtube.com/watch?v=52cXTVy0KAA,True
xm5Rhq0Tw4s,Word of the Day: event (n) 活動,event (n),活動,fude,彰化縣永靖鄉福德國小,彰化縣永靖鄉福德國小,ok,yongjing,The school held a special event which celebrated Mother's Day and also recognized the birthdays of teachers and students for that semester.,學校舉辦了一場特別的活動，慶祝母親節，並表彰該學期師生的生日。,The event included a video screening and ocarina performances by the students.,活動包括影片放映和學生們的陶笛表演。,https://www.youtube.com/watch?v=xm5Rhq0Tw4s,True
